1,0.15922493681550126,0.37784330244313397,38.355939342881214,680.1305812973884,81.17101937657961,768,0.056388180272108845,9.95754338608307
2,0.19081718618365628,0.44355518112889636,22.278854254422914,332.8588879528222,81.17101937657961,768,0.16214923469387754,8.900689339151187
3,0.2076663858466723,0.45240101095197977,17.24094355518113,237.2005054759899,81.17101937657961,768,0.18617134353741496,8.571411379340555
4,0.4700926705981466,0.7695871946082561,14.213984835720304,186.77211457455772,55.40143218197136,763,0.3233949829931973,8.827541221566753
5,0.565290648694187,0.8424599831508003,13.377422072451559,157.44776748104465,64.75821398483572,749,0.5308248299319728,6.98518299569889
6,0.6470092670598147,0.9001684919966302,9.885846672283067,71.34919966301601,62.375315922493684,623,0.6167091836734694,5.8719973726337455
7,0.7042965459140691,0.9153327716933446,8.887531592249369,51.76411120471778,64.61752316764954,548,0.7079081632653061,4.975783682193886
8,0.7312552653748947,0.9258635214827295,8.088458298230835,43.04338668913227,56.05096882898062,524,0.7681760204081632,4.485981835799963
9,0.7405223251895535,0.9275484414490311,7.71609098567818,38.84203875315922,57.91069924178601,514,0.8050595238095238,4.180553132984914
10,0.7481044650379107,0.9321819713563606,7.510530749789385,36.17565290648694,59.82982308340354,507,0.8324298469387755,4.008687627558806
notused10,0.7485256950294861,0.9321819713563606,7.487784330244313,35.69418702611626,59.82982308340354,503,n.a.,n.a.
